AMT transect,Latitude,Longitude,Start Day,Start Month,Start year,Start GMT,End Day,End Month,End year,End GMT,Sample depth,CHL (no fractionation) (mg/m^3),CHL (0.2-2 micron) (mg/m^3),CHL (>2 micron) (mg/m^3),CHL (2-5 micron) (mg/m^3),CHL (2-10 micron) (mg/m^3),CHL (2-20 micron) (mg/m^3),CHL (>5 micron) (mg/m^3),CHL (5-10 micron) (mg/m^3),CHL (>10 micron) (mg/m^3),CHL (>20 micron) (mg/m^3),CHL (sum of fractions) (mg/m^3),HPLC Depth,[TChla],[dvChla],[TChlb],[TChlc],[Caro],[Allo],[But],[Diad],[Diato],[Fuco],[Hex],[Peri],[Zea],[Lut],[Viol],[Pras],comments
2,-47.58861,-55.59704,23,4,1996,14.2,23,4,1996,14.42,7.7,-999,0.1,-999,-999,-999,0.14,-999,-999,-999,0.13,0.37,7,0.639,-999,0.095,0.268,0.01,0.006,0.03,0.005,0.004,0.142,0.142,0.03,0.006,-999,-999,-999,-999
2,-47.58861,-55.59704,23,4,1996,14.2,23,4,1996,14.42,20.9,-999,0.02,-999,-999,-999,0.18,-999,-999,-999,0.19,0.38,20,0.611,-999,0.097,0.249,0.04,0.005,0.022,0.005,0.003,0.128,0.122,0.016,0.005,-999,-999,-999,-999
2,-47.58861,-55.59704,23,4,1996,14.2,23,4,1996,14.42,40,-999,0.24,-999,-999,-999,0.26,-999,-999,-999,0.28,0.77,40,0.591,-999,0.077,0.212,0.016,0.003,0.025,0.043,0.007,0.13,0.12,0.023,0.007,-999,-999,-999,-999
2,-47.58861,-55.59704,23,4,1996,14.2,23,4,1996,14.42,60.1,-999,0.17,-999,-999,-999,0.19,-999,-999,-999,0.15,0.52,60,0.239,-999,0.037,0.05,0,0,0.061,0.013,0,0.044,0.004,0.018,0,-999,-999,-999,-999
2,-47.58861,-55.59704,23,4,1996,14.2,23,4,1996,14.42,88.5,-999,0.04,-999,-999,-999,0.03,-999,-999,-999,0.01,0.08,90,0.062,-999,0.008,0.014,0.008,0,0.006,0,0,0.018,0.013,0,0,-999,-999,-999,-999
2,-43.42935,-54.73117,24,4,1996,13.56,24,4,1996,14.26,6.2,-999,0.68,-999,-999,-999,0.13,-999,-999,-999,0.11,0.92,7,0.521,-999,0.074,0.149,0.014,0.012,0.026,0.016,0,0.127,0.007,0.028,0.057,-999,-999,-999,-999
2,-43.42935,-54.73117,24,4,1996,13.56,24,4,1996,14.26,19.3,-999,0.47,-999,-999,-999,0.13,-999,-999,-999,0.04,0.64,20,0.628,-999,0.087,0.222,0,0.005,0.035,0.025,0.032,0.035,0.189,0.009,0.07,-999,-999,-999,-999
2,-43.42935,-54.73117,24,4,1996,13.56,24,4,1996,14.26,29.3,-999,0.3,-999,-999,-999,0.1,-999,-999,-999,0.01,0.41,30,0.571,-999,0.085,0.093,0,0.004,0.029,0.021,0.029,0.032,0.167,0.008,0.06,-999,-999,-999,-999
2,-43.42935,-54.73117,24,4,1996,13.56,24,4,1996,14.26,39.9,-999,0.19,-999,-999,-999,0.1,-999,-999,-999,0,0.29,40,0.3,-999,0.066,0.076,0.011,0.01,0.015,0.009,0,0.031,0.064,0.004,0.018,-999,-999,-999,-999
2,-43.42935,-54.73117,24,4,1996,13.56,24,4,1996,14.26,49.8,-999,0.15,-999,-999,-999,0.07,-999,-999,-999,0,0.22,50,0.181,-999,0.037,0.044,0.006,0.003,0.009,0.007,0,0.022,0.046,0,0,-999,-999,-999,-999
2,-39.35141,-53.30116,25,4,1996,14.08,25,4,1996,14.29,5.8,-999,0.18,-999,-999,-999,0.05,-999,-999,-999,0.04,0.28,7,0.471,-999,0.105,0.106,0.004,0.005,0.035,0.018,0,0.037,0.057,0,0.052,-999,-999,-999,-999
2,-39.35141,-53.30116,25,4,1996,14.08,25,4,1996,14.29,28.6,-999,0.21,-999,-999,-999,0.04,-999,-999,-999,0.03,0.28,30,0.435,-999,0.086,0.087,0.004,0.005,0.032,0.014,0,0.034,0.062,0,0.046,-999,-999,-999,-999
2,-39.35141,-53.30116,25,4,1996,14.08,25,4,1996,14.29,48.5,-999,0.29,-999,-999,-999,0.06,-999,-999,-999,0.06,0.41,50,0.458,-999,0.084,0.102,0.008,0.004,0.033,0.018,0,0.037,0.056,0,0.05,-999,-999,-999,-999
2,-39.35141,-53.30116,25,4,1996,14.08,25,4,1996,14.29,68.3,-999,0.26,-999,-999,-999,0.08,-999,-999,-999,0.06,0.4,70,0.481,-999,0.079,0.052,0.015,0.005,0.032,0.014,0,0.057,0.003,0.048,0.043,-999,-999,-999,-999
2,-39.35141,-53.30116,25,4,1996,14.08,25,4,1996,14.29,98.1,-999,0.31,-999,-999,-999,0.09,-999,-999,-999,0.06,0.46,100,0.398,-999,0.069,0.052,0.04,0.005,0.032,0.014,0,0.031,0.051,0,0.041,-999,-999,-999,-999
2,-33.38653,-46.62224,30,4,1996,13.17,30,4,1996,13.44,9,-999,0.17,-999,-999,-999,0.03,-999,-999,-999,0.01,0.21,7,0.195,-999,0.02,0.031,0.003,0,0.011,0.01,0,0.012,0.023,0,0.07,-999,-999,-999,-999
2,-33.38653,-46.62224,30,4,1996,13.17,30,4,1996,13.44,31.8,-999,0.19,-999,-999,-999,0.06,-999,-999,-999,0,0.25,30,0.306,-999,0.027,0.052,0,0,0.014,0.009,0,0.013,0.039,0,0.066,-999,-999,-999,-999
2,-33.38653,-46.62224,30,4,1996,13.17,30,4,1996,13.44,51.3,-999,0.3,-999,-999,-999,0.1,-999,-999,-999,0.02,0.42,50,0.361,-999,0.04,0.06,0.006,0,0.026,0.01,0,0.017,0.065,0,0.057,-999,-999,-999,-999
2,-33.38653,-46.62224,30,4,1996,13.17,30,4,1996,13.44,71.3,-999,0.13,-999,-999,-999,0.04,-999,-999,-999,0.03,0.2,70,0.249,-999,0.019,0.03,0.009,0,0.026,0.004,0.011,0.017,0.027,0,0,-999,-999,-999,-999
2,-33.38653,-46.62224,30,4,1996,13.17,30,4,1996,13.44,89.2,-999,0.14,-999,-999,-999,0.01,-999,-999,-999,0.01,0.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,5.5,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.02,0.15,7,0.138,-999,0,0.006,0.006,0,0.004,0.006,0,0.004,0.009,0,0.074,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,40.4,-999,0.11,-999,-999,-999,0.05,-999,-999,-999,0.01,0.17,40,0.143,-999,0,0.008,0.023,0,0,0.005,0,0.006,0.008,0,0.077,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,60.6,-999,0.1,-999,-999,-999,0.05,-999,-999,-999,0.01,0.17,60,0.144,-999,0,0.019,0,0,0.004,0.005,0,0.005,0.01,0,0.08,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,90.8,-999,0.25,-999,-999,-999,0.04,-999,-999,-999,0.02,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,111.1,-999,0.23,-999,-999,-999,0.05,-999,-999,-999,0.04,0.31,110,0.305,-999,0.124,0.065,0.007,0,0.037,0.005,0,0.012,0.049,0,0.034,-999,-999,-999,-999
2,-30.30312,-43.42227,1,5,1996,13.11,1,5,1996,13.37,120.9,-999,0.2,-999,-999,-999,0.04,-999,-999,-999,0.01,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-27.61854,-40.71247,2,5,1996,13.06,2,5,1996,13.3,9.4,-999,0.2,-999,-999,-999,0.05,-999,-999,-999,0.03,0.28,7,0.279,-999,0.02,0.033,0.011,0,0.009,0.005,0,0.007,0.027,0,0.085,-999,-999,-999,-999
2,-27.61854,-40.71247,2,5,1996,13.06,2,5,1996,13.3,31.8,-999,0.17,-999,-999,-999,0.05,-999,-999,-999,0.3,0.52,30,0.296,-999,0.025,0.029,0.009,0,0.008,0,0.069,0.006,0.022,0,0,-999,-999,-999,-999
2,-27.61854,-40.71247,2,5,1996,13.06,2,5,1996,13.3,51.8,-999,0.18,-999,-999,-999,0.03,-999,-999,-999,0.02,0.23,60,0.256,-999,0.015,0.031,0,0,0.009,0,0,0.005,0.021,0.008,0.073,-999,-999,-999,-999
2,-27.61854,-40.71247,2,5,1996,13.06,2,5,1996,13.3,82.2,-999,0.32,-999,-999,-999,0.05,-999,-999,-999,0.02,0.38,90,0.381,-999,0.118,0.072,0.015,0,0.036,0.006,0,0.009,0.044,0,0.042,-999,-999,-999,-999
2,-27.61854,-40.71247,2,5,1996,13.06,2,5,1996,13.3,101.6,-999,0.21,-999,-999,-999,0.03,-999,-999,-999,0.02,0.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-24.35342,-37.86511,3,5,1996,12.23,3,5,1996,12.45,7.1,-999,0.14,-999,-999,-999,0.06,-999,-999,-999,0,0.2,7,0.193,-999,0.018,0.025,0.019,0,0.007,0.005,0,0.004,0.02,0,0.064,-999,-999,-999,-999
2,-24.35342,-37.86511,3,5,1996,12.23,3,5,1996,12.45,30.1,-999,0.15,-999,-999,-999,0.04,-999,-999,-999,0.03,0.23,30,0.212,-999,0,0.024,0.008,0,0.007,0.004,0,0.005,0.02,0,0.064,-999,-999,-999,-999
2,-24.35342,-37.86511,3,5,1996,12.23,3,5,1996,12.45,69.2,-999,0.28,-999,-999,-999,0.06,-999,-999,-999,0.01,0.35,80,0.322,-999,0.036,0.029,0.009,0,0.018,0.006,0,0.002,0.04,0,0.048,-999,-999,-999,-999
2,-24.35342,-37.86511,3,5,1996,12.23,3,5,1996,12.45,99.6,-999,0.23,-999,-999,-999,0.06,-999,-999,-999,0.01,0.3,100,0.274,-999,0.078,0.031,0,0,0.02,0.005,0,0.006,0.037,0,0.037,-999,-999,-999,-999
2,-24.35342,-37.86511,3,5,1996,12.23,3,5,1996,12.45,119.3,-999,0.17,-999,-999,-999,0.03,-999,-999,-999,0,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-19.90674,-35.52421,4,5,1996,12.02,4,5,1996,12.25,6,-999,0.14,-999,-999,-999,0.02,-999,-999,-999,0.02,0.19,7,0.133,-999,0.014,0.019,0,0,0.005,0,0,0.003,0.011,0,0.082,-999,-999,-999,-999
2,-19.90674,-35.52421,4,5,1996,12.02,4,5,1996,12.25,49.7,-999,0.12,-999,-999,-999,0.04,-999,-999,-999,0.03,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-19.90674,-35.52421,4,5,1996,12.02,4,5,1996,12.25,79.6,-999,0.48,-999,-999,-999,0.15,-999,-999,-999,0.01,0.63,80,0.749,-999,0.191,0.104,0.008,0.005,0.04,0.013,0,0.014,0.105,0,0.09,-999,-999,-999,-999
2,-19.90674,-35.52421,4,5,1996,12.02,4,5,1996,12.25,100,-999,0.39,-999,-999,-999,0.05,-999,-999,-999,0.01,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-19.90674,-35.52421,4,5,1996,12.02,4,5,1996,12.25,149.4,-999,0.1,-999,-999,-999,0.02,-999,-999,-999,0.01,0.13,150,0.087,-999,0.11,0.021,0.01,0,0.014,0,0,0,0.014,0,0.005,-999,-999,-999,-999
2,-15.17151,-33.30673,5,5,1996,12.11,5,5,1996,12.33,7,-999,0.03,-999,-999,-999,0.01,-999,-999,-999,0.01,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-15.17151,-33.30673,5,5,1996,12.11,5,5,1996,12.33,59.5,-999,0.04,-999,-999,-999,0.01,-999,-999,-999,0,0.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-15.17151,-33.30673,5,5,1996,12.11,5,5,1996,12.33,100.2,-999,0.1,-999,-999,-999,0.04,-999,-999,-999,0.01,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-15.17151,-33.30673,5,5,1996,12.11,5,5,1996,12.33,149.7,-999,0.26,-999,-999,-999,0,-999,-999,-999,0,0.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-15.17151,-33.30673,5,5,1996,12.11,5,5,1996,12.33,169.2,-999,0.17,-999,-999,-999,0,-999,-999,-999,0.01,0.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-11.2431,-31.4642,6,5,1996,12.09,6,5,1996,12.32,6.5,-999,0.05,-999,-999,-999,0.02,-999,-999,-999,0,0.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-11.2431,-31.4642,6,5,1996,12.09,6,5,1996,12.32,68.6,-999,0.11,-999,-999,-999,0.03,-999,-999,-999,0.01,0.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-11.2431,-31.4642,6,5,1996,12.09,6,5,1996,12.32,89.2,-999,0.12,-999,-999,-999,0.04,-999,-999,-999,0.01,0.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-11.2431,-31.4642,6,5,1996,12.09,6,5,1996,12.32,128.4,-999,0.23,-999,-999,-999,0.03,-999,-999,-999,0.01,0.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-11.2431,-31.4642,6,5,1996,12.09,6,5,1996,12.32,168.3,-999,0.12,-999,-999,-999,0.01,-999,-999,-999,0.01,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-7.47961,-29.75702,7,5,1996,12.03,7,5,1996,12.31,68.4,-999,0.13,-999,-999,-999,0.04,-999,-999,-999,0,0.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-7.47961,-29.75702,7,5,1996,12.03,7,5,1996,12.31,98.9,-999,0.4,-999,-999,-999,0.06,-999,-999,-999,0.01,0.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-7.47961,-29.75702,7,5,1996,12.03,7,5,1996,12.31,118,-999,0.23,-999,-999,-999,0.02,-999,-999,-999,0.01,0.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-7.47628,-29.76282,7,5,1996,12.5,7,5,1996,13.04,6.6,-999,0.05,-999,-999,-999,0.01,-999,-999,-999,0,0.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-3.91664,-28.20983,8,5,1996,11.02,8,5,1996,11.33,7.5,-999,0.09,-999,-999,-999,0.02,-999,-999,-999,0,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-3.91664,-28.20983,8,5,1996,11.02,8,5,1996,11.33,29.9,-999,0.15,-999,-999,-999,0.04,-999,-999,-999,0,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-3.91664,-28.20983,8,5,1996,11.02,8,5,1996,11.33,59.8,-999,0.47,-999,-999,-999,0.11,-999,-999,-999,0.01,0.59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-3.91664,-28.20983,8,5,1996,11.02,8,5,1996,11.33,80,-999,0.29,-999,-999,-999,0.06,-999,-999,-999,0.01,0.36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-3.91664,-28.20983,8,5,1996,11.02,8,5,1996,11.33,99.6,-999,0.15,-999,-999,-999,0.03,-999,-999,-999,0,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-0.19468,-26.40055,9,5,1996,11.05,9,5,1996,11.36,6.9,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-0.19468,-26.40055,9,5,1996,11.05,9,5,1996,11.36,39.1,-999,0.21,-999,-999,-999,0.05,-999,-999,-999,0.01,0.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-0.19468,-26.40055,9,5,1996,11.05,9,5,1996,11.36,68.8,-999,0.52,-999,-999,-999,0.12,-999,-999,-999,0.01,0.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-0.19468,-26.40055,9,5,1996,11.05,9,5,1996,11.36,78,-999,0.15,-999,-999,-999,0.07,-999,-999,-999,0.01,0.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,-0.19468,-26.40055,9,5,1996,11.05,9,5,1996,11.36,119.4,-999,0.09,-999,-999,-999,0.02,-999,-999,-999,0.01,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3.40221,-24.79793,10,5,1996,11.08,10,5,1996,11.31,6.3,-999,0.14,-999,-999,-999,0.03,-999,-999,-999,0.08,0.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3.40221,-24.79793,10,5,1996,11.08,10,5,1996,11.31,39.4,-999,0.25,-999,-999,-999,0.05,-999,-999,-999,0,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3.40221,-24.79793,10,5,1996,11.08,10,5,1996,11.31,59.6,-999,0.54,-999,-999,-999,0.06,-999,-999,-999,0.01,0.62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3.40221,-24.79793,10,5,1996,11.08,10,5,1996,11.31,79.4,-999,0.21,-999,-999,-999,0.06,-999,-999,-999,0.01,0.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,3.40221,-24.79793,10,5,1996,11.08,10,5,1996,11.31,99.8,-999,0.1,-999,-999,-999,0.02,-999,-999,-999,0,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,7.57714,-22.94417,11,5,1996,11.03,11,5,1996,11.25,7.5,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.01,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,7.57714,-22.94417,11,5,1996,11.03,11,5,1996,11.25,30,-999,0.22,-999,-999,-999,0.09,-999,-999,-999,0.01,0.32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,7.57714,-22.94417,11,5,1996,11.03,11,5,1996,11.25,48.6,-999,0.45,-999,-999,-999,0.17,-999,-999,-999,0.05,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,7.57714,-22.94417,11,5,1996,11.03,11,5,1996,11.25,69.3,-999,0.13,-999,-999,-999,0.11,-999,-999,-999,0.15,0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,7.57714,-22.94417,11,5,1996,11.03,11,5,1996,11.25,99.4,-999,0.29,-999,-999,-999,0.02,-999,-999,-999,0.01,0.32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,11.73919,-21.05543,12,5,1996,11,12,5,1996,11.2,6.7,-999,0.19,-999,-999,-999,0.05,-999,-999,-999,0.01,0.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,11.73919,-21.05543,12,5,1996,11,12,5,1996,11.2,19.3,-999,0.22,-999,-999,-999,0.07,-999,-999,-999,0.02,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,11.73919,-21.05543,12,5,1996,11,12,5,1996,11.2,40.6,-999,1.23,-999,-999,-999,1.17,-999,-999,-999,0.57,2.96,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,11.73919,-21.05543,12,5,1996,11,12,5,1996,11.2,60.3,-999,0.09,-999,-999,-999,0.03,-999,-999,-999,0.02,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,11.73919,-21.05543,12,5,1996,11,12,5,1996,11.2,79.2,-999,0.01,-999,-999,-999,0.02,-999,-999,-999,0.01,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,21.7631,-21.46916,14,5,1996,11.03,14,5,1996,11.21,7.1,-999,0.06,-999,-999,-999,0.03,-999,-999,-999,0.01,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,21.7631,-21.46916,14,5,1996,11.03,14,5,1996,11.21,28.9,-999,0.06,-999,-999,-999,0.04,-999,-999,-999,0,0.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,21.7631,-21.46916,14,5,1996,11.03,14,5,1996,11.21,49.3,-999,0.14,-999,-999,-999,0.06,-999,-999,-999,0.01,0.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,21.7631,-21.46916,14,5,1996,11.03,14,5,1996,11.21,70,-999,0.25,-999,-999,-999,0.05,-999,-999,-999,0.01,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,21.7631,-21.46916,14,5,1996,11.03,14,5,1996,11.21,98.9,-999,0.28,-999,-999,-999,0.05,-999,-999,-999,0,0.34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,26.53983,-21.79438,15,5,1996,9.58,15,5,1996,10.5,7.6,-999,0.06,-999,-999,-999,0.03,-999,-999,-999,0.02,0.12,7,0.087,-999,0,0.015,0,0,0.003,0,0,0.003,0.008,0,0.058,-999,-999,-999,-999
2,26.53983,-21.79438,15,5,1996,9.58,15,5,1996,10.5,50.4,-999,0.07,-999,-999,-999,0.03,-999,-999,-999,0.01,0.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,26.53983,-21.79438,15,5,1996,9.58,15,5,1996,10.5,70.6,-999,0.15,-999,-999,-999,0.05,-999,-999,-999,0,0.2,70,0.198,-999,0.016,0.017,0,0,0.008,0.004,0,0.003,0.028,0,0.043,-999,-999,-999,-999
2,26.53983,-21.79438,15,5,1996,9.58,15,5,1996,10.5,90,-999,0.23,-999,-999,-999,0.06,-999,-999,-999,0.01,0.3,90,0.26,-999,0.055,0.056,0,0,0.019,0.006,0,0.002,0.048,0,0.033,-999,-999,-999,-999
2,26.53983,-21.79438,15,5,1996,9.58,15,5,1996,10.5,119.2,-999,0.14,-999,-999,-999,0.02,-999,-999,-999,0.01,0.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,30.91186,-21.26373,16,5,1996,10.02,16,5,1996,10.22,6.6,-999,0.07,-999,-999,-999,0.02,-999,-999,-999,0.01,0.1,7,0.13,-999,0,0.018,0,0,0.005,0.009,0,0.006,0.018,0,0.068,-999,-999,-999,-999
2,30.91186,-21.26373,16,5,1996,10.02,16,5,1996,10.22,59,-999,0.09,-999,-999,-999,0.04,-999,-999,-999,0.01,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,30.91186,-21.26373,16,5,1996,10.02,16,5,1996,10.22,79.9,-999,0.34,-999,-999,-999,0.13,-999,-999,-999,0.03,0.51,80,0.513,-999,0.124,0.135,0.015,0.003,0.055,0.013,0,0.023,0.133,0.009,0.074,-999,-999,-999,-999
2,30.91186,-21.26373,16,5,1996,10.02,16,5,1996,10.22,99.6,-999,0.31,-999,-999,-999,0.06,-999,-999,-999,0.02,0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,30.91186,-21.26373,16,5,1996,10.02,16,5,1996,10.22,119.1,-999,0.14,-999,-999,-999,0.05,-999,-999,-999,0.01,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,46.49321,-14.06434,20,5,1996,9.04,20,5,1996,9.45,6.8,-999,0.04,-999,-999,-999,0.31,-999,-999,-999,0.02,0.37,7,-999,-999,0.046,0.748,0.028,0.005,0.084,0.228,0.011,0.507,0.401,0.086,0.018,-999,-999,-999,-999
2,46.49321,-14.06434,20,5,1996,9.04,20,5,1996,9.45,20,-999,0.09,-999,-999,-999,0.29,-999,-999,-999,0.04,0.42,20,-999,-999,0.056,0.774,0.022,0.017,0.092,0.21,0.009,0.514,0.433,0.105,0.022,-999,-999,-999,-999
2,46.49321,-14.06434,20,5,1996,9.04,20,5,1996,9.45,28.8,-999,0.06,-999,-999,-999,0.25,-999,-999,-999,0.01,0.32,30,1.325,-999,0.047,0.639,0.006,0.006,0.08,0.14,0,0.407,0.375,0.074,0.017,-999,-999,-999,-999
2,46.49321,-14.06434,20,5,1996,9.04,20,5,1996,9.45,49.7,-999,0.04,-999,-999,-999,0.23,-999,-999,-999,0.02,0.28,50,1.063,-999,0.045,0.603,0,0.013,0.072,0.072,0.004,0.325,0.297,0.066,0.011,-999,-999,-999,-999
2,46.49321,-14.06434,20,5,1996,9.04,20,5,1996,9.45,79.6,-999,0.02,-999,-999,-999,0.04,-999,-999,-999,0,0.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2,48.7501,-8.09701,21,5,1996,9.03,21,5,1996,9.29,7.5,-999,0.4,-999,-999,-999,0.3,-999,-999,-999,1.05,1.75,7,-999,-999,0.02,0.281,0,0.023,0.011,0.165,0,0.477,0.125,0.046,0,-999,-999,-999,-999
2,48.7501,-8.09701,21,5,1996,9.03,21,5,1996,9.29,30,-999,0.38,-999,-999,-999,0.32,-999,-999,-999,1.16,1.86,30,1.455,-999,0.016,0.303,0.019,0.021,0.011,0.146,0.008,0.45,0.124,0.045,0,-999,-999,-999,-999
2,48.7501,-8.09701,21,5,1996,9.03,21,5,1996,9.29,49.3,-999,0.08,-999,-999,-999,0.15,-999,-999,-999,0.61,0.85,50,0.811,-999,0.041,0.229,0,0,0.328,0.048,0,0.015,0.01,0,0,-999,-999,-999,-999
