AMT transect,Latitude,Longitude,Start Day,Start Month,Start year,Start GMT,End Day,End Month,End year,End GMT,Sample depth,CHL (no fractionation) (mg/m^3),CHL (0.2-2 micron) (mg/m^3),CHL (>2 micron) (mg/m^3),CHL (2-5 micron) (mg/m^3),CHL (2-10 micron) (mg/m^3),CHL (2-20 micron) (mg/m^3),CHL (>5 micron) (mg/m^3),CHL (5-10 micron) (mg/m^3),CHL (>10 micron) (mg/m^3),CHL (>20 micron) (mg/m^3),CHL (sum of fractions) (mg/m^3),HPLC Depth,[TChla],[dvChla],[TChlb],[TChlc],[Caro],[Allo],[But],[Diad],[Diato],[Fuco],[Hex],[Peri],[Zea],[Lut],[Viol],[Pras],comments
19,47.28667,-18.042,17,10,2009,4.54,17,10,2009,-999,13,-999,0.257,0.0712,-999,-999,-999,-999,-999,-999,-999,0.3282,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,47.28667,-18.042,17,10,2009,4.54,17,10,2009,-999,24,-999,0.2405,0.0606,-999,-999,-999,-999,-999,-999,-999,0.3011,23.9,0.255,0.078,0.042,0.091,0.018,0.001,0.052,0.001,0.001,0.022,0.157,0.01,0.088,0.001,0.001,-999,-999
19,47.28667,-18.042,17,10,2009,4.54,17,10,2009,-999,33,-999,0.2554,0.0855,-999,-999,-999,-999,-999,-999,-999,0.3408,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,47.28667,-18.042,17,10,2009,4.54,17,10,2009,-999,55,-999,0.1785,0.1722,-999,-999,-999,-999,-999,-999,-999,0.3507,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,1,-999,0.0067,0.0202,-999,-999,-999,-999,-999,-999,-999,0.0269,2.1,0.093,0.049,0.013,0.017,0.008,0.001,0.006,0.003,0.001,0.01,0.031,0.002,0.04,0.001,0.001,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,9,-999,0.008,0.0194,-999,-999,-999,-999,-999,-999,-999,0.0274,7.9,0.127,0.068,0.005,0.018,0.001,0.001,0.005,0.001,0.001,0.001,0.028,0.002,0.043,0.001,0.001,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,17,-999,0.0037,0.019,-999,-999,-999,-999,-999,-999,-999,0.0227,15,0.11,0.053,0.02,0.022,0.008,0.001,0.009,0.001,0.001,0.005,0.029,0.002,0.04,0.001,0.001,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,26,-999,0.0081,0.0227,-999,-999,-999,-999,-999,-999,-999,0.0308,29.9,0.126,0.069,0.012,0.027,0.011,0.001,0.009,0.007,0.001,0.009,0.036,0.002,0.05,0.001,0.001,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,36,-999,0.0118,0.0348,-999,-999,-999,-999,-999,-999,-999,0.0466,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,44.24333,-20.4015,18,10,2009,4.31,18,10,2009,-999,56,-999,0.0117,0.0734,-999,-999,-999,-999,-999,-999,-999,0.0851,49.8,0.212,0.06,0.027,0.094,0.013,0.001,0.036,0.014,0.001,0.015,0.129,0.01,0.025,0.001,0.001,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,2,-999,0.0952,0.0248,-999,-999,-999,-999,-999,-999,-999,0.12,2.5,0.113,0.062,0.005,0.021,0.009,0.001,0.013,0.001,0.001,0.001,0.033,0.012,0.051,0.001,0.001,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,18,-999,0.0814,0.019,-999,-999,-999,-999,-999,-999,-999,0.1005,18.7,0.099,0.055,0.009,0.017,0.001,0.001,0.009,0.002,0.001,0.001,0.022,0.002,0.051,0.001,0.001,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,32,-999,0.1135,0.0133,-999,-999,-999,-999,-999,-999,-999,0.1267,31.4,0.115,0.061,0.005,0.024,0.009,0.001,0.015,0.011,0.001,0.008,0.03,0.009,0.053,0.001,0.001,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,42,-999,0.1469,0.0293,-999,-999,-999,-999,-999,-999,-999,0.1762,41.8,0.193,0.089,0.031,0.052,0.014,0.001,0.028,0.013,0.001,0.01,0.071,0.01,0.064,0.001,0.001,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,57,-999,0.175,0.0376,-999,-999,-999,-999,-999,-999,-999,0.2125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,41.25333,-22.60417,19,10,2009,4.3,19,10,2009,-999,72,-999,0.2406,0.081,-999,-999,-999,-999,-999,-999,-999,0.3216,69.9,0.286,0.101,0.151,0.123,0.026,0.001,0.079,0.017,0.001,0.024,0.159,0.002,0.038,0.003,0.001,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,2,-999,0.0455,0.0184,-999,-999,-999,-999,-999,-999,-999,0.064,1.7,0.077,0.046,0.019,0.004,0.006,0.001,0.001,0.001,0.001,0.005,0.009,0.002,0.031,0.001,0.001,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,13,-999,0.0904,0.0216,-999,-999,-999,-999,-999,-999,-999,0.112,12.3,0.099,0.05,0.005,0.014,0.008,0.001,0.004,0.001,0.001,0.007,0.02,0.002,0.041,0.001,0.001,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,25,-999,0.1185,0.0174,-999,-999,-999,-999,-999,-999,-999,0.1359,24.4,0.111,0.061,0.005,0.018,0.009,0.001,0.001,0.001,0.001,0.013,0.032,0.002,0.051,0.001,0.001,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,30,-999,0.108,0.0216,-999,-999,-999,-999,-999,-999,-999,0.1295,28.9,0.134,0.061,0.005,0.027,0.001,0.001,0.01,0.01,0.001,0.014,0.037,0.002,0.05,0.001,0.001,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,41,-999,0.1437,0.0934,-999,-999,-999,-999,-999,-999,-999,0.2371,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,38.32167,-24.66583,20,10,2009,4.43,20,10,2009,-999,53,-999,0.262,0.3227,-999,-999,-999,-999,-999,-999,-999,0.5847,56.2,0.367,0.085,0.158,0.166,0.026,0.004,0.092,0.017,0.001,0.074,0.172,0.016,0.029,0.002,0.001,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,2,-999,0.0596,0.0184,-999,-999,-999,-999,-999,-999,-999,0.0779,2.1,0.059,0.022,0.011,0.005,0.004,0.001,0.003,0.001,0.001,0.001,0.014,0.002,0.035,0.001,0.001,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,19,-999,0.039,0.0206,-999,-999,-999,-999,-999,-999,-999,0.0596,16.6,0.073,0.025,0.01,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.026,0.001,0.001,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,30,-999,0.0398,0.0184,-999,-999,-999,-999,-999,-999,-999,0.0582,29.8,0.066,0.029,0.005,0.01,0.007,0.001,0.008,0.001,0.001,0.008,0.022,0.002,0.046,0.001,0.001,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,44,-999,0.0553,0.0213,-999,-999,-999,-999,-999,-999,-999,0.0766,39.8,0.071,0.027,0.005,0.018,0.005,0.002,0.008,0.001,0.001,0.012,0.023,0.002,0.029,0.001,0.001,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,56,-999,0.1456,0.0306,-999,-999,-999,-999,-999,-999,-999,0.1762,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,35.45333,-28.64567,22,10,2009,5.58,22,10,2009,-999,76,-999,0.26,0.0422,-999,-999,-999,-999,-999,-999,-999,0.3022,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,2,-999,0.0467,0.0191,-999,-999,-999,-999,-999,-999,-999,0.0658,3.1,0.054,0.02,0.005,0.006,0.02,0.001,0.003,0.003,0.001,0.001,0.017,0.002,0.027,0.001,0.001,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,25,-999,0.0475,0.0162,-999,-999,-999,-999,-999,-999,-999,0.0637,24,0.062,0.027,0.005,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.017,0.002,0.027,0.001,0.001,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,46,-999,0.0459,0.0239,-999,-999,-999,-999,-999,-999,-999,0.0698,43.6,0.058,0.019,0.005,0.012,0.001,0.001,0.005,0.002,0.001,0.003,0.022,0.003,0.026,0.001,0.002,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,61,-999,0.0854,0.0267,-999,-999,-999,-999,-999,-999,-999,0.1121,58.6,0.086,0.032,0.005,0.017,0.001,0.001,0.007,0.001,0.001,0.003,0.024,0.002,0.025,0.001,0.001,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,76,-999,0.1404,0.036,-999,-999,-999,-999,-999,-999,-999,0.1764,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,33.42,-31.25383,23,10,2009,5.28,23,10,2009,-999,101,-999,0.2148,0.041,-999,-999,-999,-999,-999,-999,-999,0.2558,103.4,0.222,0.119,0.005,0.054,0.001,0.001,0.028,0.001,0.001,0.013,0.059,0.002,0.028,0.002,0.001,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,3,-999,0.0232,0.0129,-999,-999,-999,-999,-999,-999,-999,0.036,2.2,0.04,0.011,0.005,0.002,0.001,0.002,0.001,0.001,0.001,0.008,0.001,0.002,0.025,0.001,0.001,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,26,-999,0.0217,0.0116,-999,-999,-999,-999,-999,-999,-999,0.0332,27.7,0.035,0.015,0.014,0.007,0.001,0.001,0.001,0.003,0.001,0.004,0.011,0.002,0.024,0.001,0.001,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,45,-999,0.0326,0.0106,-999,-999,-999,-999,-999,-999,-999,0.0431,49.9,0.03,0.007,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.015,0.001,0.001,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,65,-999,0.0447,0.022,-999,-999,-999,-999,-999,-999,-999,0.0667,64.6,0.078,0.018,0.005,0.018,0.001,0.001,0.006,0.006,0.001,0.004,0.029,0.002,0.031,0.001,0.001,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,86,-999,0.1324,0.027,-999,-999,-999,-999,-999,-999,-999,0.1594,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,31.42833,-33.73683,24,10,2009,5.29,24,10,2009,-999,110,-999,0.069,0.0311,-999,-999,-999,-999,-999,-999,-999,0.1002,114.9,0.155,0.097,0.005,0.03,0.001,0.001,0.01,0.001,0.001,0.001,0.044,0.002,0.021,0.001,0.001,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,2,-999,0.0172,0.0107,-999,-999,-999,-999,-999,-999,-999,0.0279,2.5,0.036,0.011,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.002,0.02,0.001,0.001,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,31,-999,0.0249,0.0119,-999,-999,-999,-999,-999,-999,-999,0.0368,29.3,0.037,0.014,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.009,0.002,0.025,0.001,0.001,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,45,-999,0.0461,0.0245,-999,-999,-999,-999,-999,-999,-999,0.0706,49.2,0.07,0.026,0.005,0.011,0.001,0.001,0.002,0.001,0.001,0.004,0.024,0.002,0.044,0.001,0.001,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,65,-999,0.0608,0.028,-999,-999,-999,-999,-999,-999,-999,0.0888,64.2,0.046,0.01,0.005,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.017,0.002,0.024,0.002,0.001,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,85,-999,0.1317,0.0335,-999,-999,-999,-999,-999,-999,-999,0.1652,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,29.18667,-35.989,25,10,2009,5.27,25,10,2009,-999,110,-999,0.0896,0.0246,-999,-999,-999,-999,-999,-999,-999,0.1142,114.3,0.166,0.082,0.005,0.05,0.001,0.001,0.022,0.001,0.001,0.009,0.062,0.002,0.024,0.001,0.001,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,3,-999,0.0244,0.0099,-999,-999,-999,-999,-999,-999,-999,0.0343,2.1,0.013,0.002,0.005,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.008,0.002,0.024,0.001,0.001,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,25,-999,0.0201,0.0124,-999,-999,-999,-999,-999,-999,-999,0.0325,24.5,0.04,0.009,0.061,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.002,0.027,0.001,0.001,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,45,-999,0.0346,0.0199,-999,-999,-999,-999,-999,-999,-999,0.0545,44.3,0.063,0.032,0.022,0.002,0.001,0.003,0.001,0.001,0.001,0.001,0.005,0.002,0.019,0.001,0.001,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,66,-999,0.0384,0.0259,-999,-999,-999,-999,-999,-999,-999,0.0643,64.8,0.055,0.002,0.005,0.026,0.008,0.001,0.001,0.001,0.001,0.019,0.048,0.002,0.05,0.001,0.001,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,85,-999,0.0533,0.0336,-999,-999,-999,-999,-999,-999,-999,0.0869,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,27.21667,-37.88433,26,10,2009,5.29,26,10,2009,-999,109,-999,0.1155,0.019,-999,-999,-999,-999,-999,-999,-999,0.1345,109.8,0.23,0.122,0.005,0.063,0.001,0.001,0.02,0.001,0.001,0.014,0.084,0.006,0.031,0.002,0.001,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,2,-999,0.0172,0.0107,-999,-999,-999,-999,-999,-999,-999,0.0279,2.5,0.051,0.011,0.005,0.015,0.003,0.001,0.001,0.001,0.001,0.003,0.016,0.002,0.024,0.001,0.001,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,30,-999,0.0249,0.0119,-999,-999,-999,-999,-999,-999,-999,0.0368,31.2,0.015,0.002,0.005,0.008,0.004,0.001,0.001,0.001,0.001,0.001,0.02,0.002,0.027,0.001,0.001,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,51,-999,0.0461,0.0245,-999,-999,-999,-999,-999,-999,-999,0.0706,51.3,0.048,0.002,0.005,0.021,0.005,0.001,0.001,0.001,0.001,0.007,0.029,0.002,0.038,0.001,0.022,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,66,-999,0.0608,0.028,-999,-999,-999,-999,-999,-999,-999,0.0888,66.1,0.063,0.002,0.005,0.026,0.008,0.001,0.001,0.001,0.001,0.019,0.042,0.002,0.042,0.002,0.001,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,86,-999,0.1317,0.0335,-999,-999,-999,-999,-999,-999,-999,0.1652,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,25.39167,-39.60083,27,10,2009,5.28,27,10,2009,-999,116,-999,0.0896,0.0246,-999,-999,-999,-999,-999,-999,-999,0.1142,115.9,0.205,0.1,0.154,0.071,0.024,0.001,0.001,0.001,0.001,0.048,0.079,0.002,0.027,0.003,0.001,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,2,-999,0.0315,0.013,-999,-999,-999,-999,-999,-999,-999,0.0445,1.8,0.043,0.016,0.005,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.012,0.002,0.028,0.001,0.001,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,26,-999,0.0377,0.015,-999,-999,-999,-999,-999,-999,-999,0.0526,24.2,0.045,0.014,0.005,0.002,0.004,0.001,0.001,0.001,0.001,0.004,0.012,0.002,0.029,0.001,0.001,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,46,-999,0.0449,0.0283,-999,-999,-999,-999,-999,-999,-999,0.0732,44.3,0.059,0.017,0.005,0.014,0.005,0.001,0.001,0.001,0.001,0.004,0.02,0.002,0.036,0.001,0.001,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,66,-999,0.0762,0.0304,-999,-999,-999,-999,-999,-999,-999,0.1065,64.4,0.074,0.028,0.005,0.019,0.006,0.001,0.001,0.001,0.001,0.01,0.03,0.002,0.034,0.002,0.001,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,87,-999,0.2328,0.0081,-999,-999,-999,-999,-999,-999,-999,0.2409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,23.22167,-40.718,28,10,2009,6.26,28,10,2009,-999,112,-999,0.2156,0.0322,-999,-999,-999,-999,-999,-999,-999,0.2477,109.3,0.159,0.078,0.066,0.055,0.022,0.001,0.001,0.001,0.001,0.037,0.062,0.002,0.023,0.001,0.001,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,1,-999,0.0502,0.0425,-999,-999,-999,-999,-999,-999,-999,0.0926,1.3,0.054,0.024,0.005,0.013,0.005,0.001,0.001,0.001,0.001,0.005,0.015,0.002,0.039,0.001,0.001,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,25,-999,0.0364,0.0685,-999,-999,-999,-999,-999,-999,-999,0.1049,24.2,0.037,0.009,0.005,0.014,0.003,0.001,0.001,0.001,0.001,0.002,0.018,0.002,0.028,0.001,0.002,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,45,-999,0.0424,0.0208,-999,-999,-999,-999,-999,-999,-999,0.0632,44.1,0.053,0.018,0.005,0.02,0.005,0.001,0.001,0.007,0.001,0.006,0.023,0.002,0.033,0.001,0.001,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,64,-999,0.0893,0.023,-999,-999,-999,-999,-999,-999,-999,0.1124,64,0.095,0.04,0.005,0.023,0.009,0.001,0.001,0.006,0.001,0.013,0.031,0.002,0.036,0.001,0.001,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,84,-999,0.0557,0.0275,-999,-999,-999,-999,-999,-999,-999,0.0832,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,21.13333,-39.242,29,10,2009,6.15,29,10,2009,-999,110,-999,0.1716,0.0283,-999,-999,-999,-999,-999,-999,-999,0.1999,108.8,0.271,0.125,0.096,0.072,0.028,0.004,0.001,0.001,0.001,0.049,0.075,0.002,0.023,0.001,0.004,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,2,-999,0.0428,0.0185,-999,-999,-999,-999,-999,-999,-999,0.0613,1,0.084,0.036,0.005,0.018,0.006,0.001,0.001,0.001,0.001,0.001,0.017,0.002,0.046,0.001,0.001,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,25,-999,0.0338,0.0242,-999,-999,-999,-999,-999,-999,-999,0.058,24.6,0.082,0.025,0.005,0.008,0.006,0.001,0.001,0.004,0.001,0.001,0.02,0.002,0.032,0.001,0.001,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,45,-999,0.0444,0.0251,-999,-999,-999,-999,-999,-999,-999,0.0695,44.6,0.074,0.033,0.005,0.024,0.005,0.001,0.001,0.001,0.001,0.001,0.026,0.002,0.036,0.001,0.001,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,60,-999,0.052,0.034,-999,-999,-999,-999,-999,-999,-999,0.086,59.6,0.081,0.037,0.005,0.023,0.005,0.001,0.006,0.001,0.001,0.001,0.033,0.002,0.039,0.001,0.001,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,75,-999,0.124,0.0392,-999,-999,-999,-999,-999,-999,-999,0.1632,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,21.13333,-39.30667,30,10,2009,6.26,30,10,2009,-999,100,-999,0.2422,0.0449,-999,-999,-999,-999,-999,-999,-999,0.2872,99.6,0.208,0.093,0.117,0.078,0.022,0.001,0.044,0.005,0.001,0.011,0.084,0.002,0.024,0.001,0.001,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,3,-999,0.0629,0.012,-999,-999,-999,-999,-999,-999,-999,0.0749,2.9,0.06,0.041,0.005,0.012,0.005,0.001,0.001,0.001,0.001,0.004,0.012,0.002,0.047,0.001,0.001,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,21,-999,0.0525,0.0326,-999,-999,-999,-999,-999,-999,-999,0.085,20.6,0.085,0.036,0.005,0.005,0.005,0.001,0.001,0.001,0.001,0.005,0.02,0.002,0.037,0.001,0.001,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,35,-999,0.0957,0.0357,-999,-999,-999,-999,-999,-999,-999,0.1314,35.6,0.111,0.056,0.01,0.022,0.007,0.001,0.006,0.004,0.001,0.004,0.026,0.002,0.046,0.001,0.001,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,45,-999,0.087,0.0468,-999,-999,-999,-999,-999,-999,-999,0.1338,45.7,0.128,0.052,0.005,0.033,0.01,0.001,0.013,0.001,0.001,0.011,0.044,0.006,0.049,0.001,0.001,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,61,-999,0.2279,0.0152,-999,-999,-999,-999,-999,-999,-999,0.2431,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,19.14333,-37.86333,31,10,2009,5.57,31,10,2009,-999,81,-999,0.4231,0.111,-999,-999,-999,-999,-999,-999,-999,0.5341,80.7,0.294,0.156,0.154,0.083,0.038,0.001,0.037,0.001,0.001,0.007,0.09,0.005,0.046,0.001,0.001,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,3,-999,0.0699,0.0212,-999,-999,-999,-999,-999,-999,-999,0.091,3.1,0.089,0.043,0.005,0.016,0.007,0.001,0.001,0.001,0.001,0.003,0.019,0.003,0.052,0.001,0.001,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,25,-999,0.0662,0.0297,-999,-999,-999,-999,-999,-999,-999,0.0959,25.7,0.077,0.034,0.005,0.018,0.007,0.001,0.001,0.005,0.001,0.006,0.023,0.002,0.047,0.001,0.001,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,45,-999,0.1064,0.04,-999,-999,-999,-999,-999,-999,-999,0.1465,45.8,0.144,0.063,0.014,0.031,0.01,0.001,0.012,0.009,0.001,0.008,0.039,0.009,0.053,0.001,0.001,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,61,-999,0.1636,0.0444,-999,-999,-999,-999,-999,-999,-999,0.2081,60.9,0.17,0.078,0.012,0.042,0.014,0.001,0.02,0.012,0.001,0.01,0.053,0.002,0.049,0.001,0.001,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,75,-999,0.1966,0.0425,-999,-999,-999,-999,-999,-999,-999,0.2391,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,16.56833,-36.0975,1,11,2009,6.28,1,11,2009,-999,101,-999,0.2681,0.0678,-999,-999,-999,-999,-999,-999,-999,0.3358,100.9,0.096,0.002,0.005,0.084,0.022,0.001,0.034,0.006,0.001,0.01,0.103,0.003,0.018,0.001,0.001,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,4,-999,0.0607,0.0147,-999,-999,-999,-999,-999,-999,-999,0.0754,4.3,0.081,0.037,0.005,0.018,0.007,0.001,0.006,0.002,0.001,0.008,0.021,0.002,0.067,0.001,0.001,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,17,-999,0.0559,0.0244,-999,-999,-999,-999,-999,-999,-999,0.0803,15.6,0.085,0.04,0.005,0.018,0.008,0.001,0.007,0.001,0.001,0.007,0.029,0.002,0.067,0.001,0.001,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,30,-999,0.0734,0.027,-999,-999,-999,-999,-999,-999,-999,0.1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,39,-999,0.1336,0.0524,-999,-999,-999,-999,-999,-999,-999,0.186,38.4,0.072,0.025,0.011,0.018,0.007,0.001,0.008,0.001,0.001,0.005,0.027,0.002,0.053,0.001,0.001,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,55,-999,0.5483,0.0623,-999,-999,-999,-999,-999,-999,-999,0.6106,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19,14.15333,-34.45683,2,11,2009,5.28,2,11,2009,-999,70,-999,0.1736,0.1463,-999,-999,-999,-999,-999,-999,-999,0.3199,66.4,0.465,0.162,0.171,0.159,0.061,0.001,0.091,0.01,0.014,0.036,0.184,0.013,0.079,0.003,0.001,-999,-999
19,11.46667,-32.646,3,11,2009,5.29,3,11,2009,-999,3,-999,0.1109,0.0281,-999,-999,-999,-999,-999,-999,-999,0.139,4,0.101,0.045,0.005,0.02,0.009,0.001,0.007,0.001,0.001,0.006,0.027,0.002,0.069,0.001,0.001,-999,-999
19,11.46667,-32.646,3,11,2009,5.29,3,11,2009,-999,10,-999,0.1041,0.0287,-999,-999,-999,-999,-999,-999,-999,0.1328,9.2,0.137,0.071,0.005,0.02,0.012,0.001,0.005,0.001,0.001,0.007,0.031,0.002,0.085,0.001,0.001,-999,-999
